"","blueWins","blueWardsPlaced","blueWardsDestroyed","blueFirstBlood","blueKills","blueDeaths","blueAssists","blueEliteMonsters","blueDragons","blueHeralds","blueTowersDestroyed","blueAvgLevel","blueTotalExperience","blueTotalJungleMinionsKilled","blueGoldDiff","blueExperienceDiff","blueCSPerMin","blueGoldPerMin","redWardsPlaced","redWardsDestroyed","redAssists","redEliteMonsters","redDragons","redHeralds","redTowersDestroyed","redAvgLevel","redTotalExperience","redTotalJungleMinionsKilled","redCSPerMin","redGoldPerMin"
"4028","0",38,4,"0",5,7,6,0,"0","0","0",6.8,17345,42,-1397,-730,20.8,1548.5,18,2,5,1,"1","0","0",7.2,18075,70,22.5,1688.2
"4029","0",19,3,"1",5,5,6,1,"1","0","0",7,17912,43,-564,-422,22.7,1604.3,21,3,9,1,"0","1","0",7,18334,60,23.6,1660.7
"4030","0",16,0,"0",5,11,10,0,"0","0","0",7,17056,52,-1221,-214,21.5,1647.6,14,2,18,1,"1","0","0",6.6,17270,50,18.6,1769.7
"4031","0",12,2,"0",4,7,3,0,"0","0","0",6.8,17491,61,-1093,-449,21.5,1547.3,14,0,7,1,"1","0","0",7,17940,39,23.6,1656.6
"4032","0",14,3,"1",5,7,6,2,"1","1","0",6.8,17194,38,-1301,-502,21.8,1515.7,14,2,8,0,"0","0","0",7,17696,52,20.9,1645.8
"4033","0",16,3,"1",6,10,3,0,"0","0","0",6.8,17359,36,-2393,-881,18.3,1481.2,16,0,8,0,"0","0","0",7,18240,43,21.4,1720.5
"4034","0",18,5,"0",6,5,4,0,"0","0","0",6.8,16675,40,66,-115,23.6,1595.9,19,5,5,1,"1","0","0",6.6,16790,47,18.7,1589.3
"4035","1",23,3,"1",7,1,7,1,"1","0","0",7.2,19499,64,1994,1541,22.8,1685,44,1,2,1,"0","1","0",7,17958,58,22.4,1485.6
"4036","1",24,2,"0",3,3,4,0,"0","0","0",6.6,16977,44,-1131,-1921,23.8,1494,40,12,2,0,"0","0","0",7,18898,68,24.7,1607.1
"4037","0",18,4,"0",8,5,8,1,"0","1","0",7.2,19690,68,1055,1659,21.8,1755,11,1,7,1,"1","0","0",7.2,18031,47,24.8,1649.5
"4038","0",13,2,"0",7,5,9,0,"0","0","0",6.8,17667,44,798,-1263,21.4,1654.2,22,2,4,1,"1","0","0",7.2,18930,76,19.5,1574.4
"4039","1",15,16,"0",7,5,11,1,"0","1","0",6.8,17523,46,1134,157,19.6,1729.7,47,4,4,1,"1","0","0",6.6,17366,52,23.8,1616.3
"4040","0",13,2,"0",9,7,10,1,"0","1","1",6.8,18509,44,2883,1059,23.2,1958.1,17,0,8,1,"1","0","0",7.2,17450,48,20.1,1669.8
"4041","0",18,3,"1",2,9,0,1,"0","1","0",6.6,17001,63,-3226,-2335,23,1471.2,13,3,9,1,"1","0","0",7.2,19336,52,23.7,1793.8
"4042","1",18,0,"1",9,5,7,2,"1","1","0",7,17630,44,814,2199,21.2,1658.7,14,2,7,0,"0","0","0",6.4,15431,48,17.6,1577.3
"4043","1",123,2,"1",8,11,9,1,"0","1","0",7,18630,55,-1209,-747,19.8,1742.9,15,3,10,0,"0","0","0",7.4,19377,48,21.2,1863.8
"4044","1",15,1,"1",4,4,5,1,"0","1","0",7.2,17921,44,256,241,20.8,1554.7,22,6,2,1,"1","0","0",6.8,17680,49,22.2,1529.1
"4045","0",41,4,"0",4,12,4,0,"0","0","0",6.8,17705,63,-3881,-447,17.3,1495.7,17,3,12,0,"0","0","0",7,18152,44,22.3,1883.8
"4046","1",25,3,"1",6,1,9,1,"1","0","0",7.2,19276,44,3610,2295,23.3,1745,12,2,1,0,"0","0","0",6.4,16981,39,22.6,1384
"4047","1",20,5,"1",7,2,8,1,"1","0","0",7.4,19353,68,3013,2244,23.5,1719.9,13,1,0,0,"0","0","0",6.6,17109,61,20.5,1418.6
"4048","1",16,3,"1",6,2,6,1,"1","0","0",7,18953,56,1353,1332,23.1,1661,23,1,2,0,"0","0","0",6.8,17621,46,23.6,1525.7
"4049","0",32,3,"0",5,8,3,1,"1","0","0",6.6,16454,52,-2914,-2683,17.8,1479.5,19,3,11,1,"0","1","0",7.2,19137,52,22.9,1770.9
"4050","0",15,5,"0",10,7,6,0,"0","0","0",7.2,19161,60,1974,861,22.8,1826.9,39,2,8,2,"1","1","0",7,18300,56,19.9,1629.5
"4051","0",17,2,"0",2,7,3,1,"0","1","0",6.8,16427,47,-3012,-1300,20.5,1388.9,12,2,10,1,"1","0","0",7.2,17727,48,19.5,1690.1
"4052","1",40,0,"0",5,4,7,1,"1","0","0",7.2,17916,56,-30,-200,22,1595,13,12,3,1,"0","1","0",7,18116,52,23.8,1598
"4053","1",13,1,"0",6,7,5,2,"1","1","0",6.6,16288,44,-1747,-1827,18.9,1523.5,73,2,9,0,"0","0","0",6.8,18115,47,22.3,1698.2
"4054","1",16,2,"0",7,8,5,1,"0","1","0",7.4,19017,44,-333,1358,20.5,1669.7,19,3,8,1,"1","0","0",6.8,17659,52,22.2,1703
"4055","0",15,2,"0",7,5,11,0,"0","0","0",7,18559,54,1294,213,23.6,1745,14,2,4,0,"0","0","0",7.2,18346,58,21.3,1615.6
"4056","0",12,0,"1",6,9,3,0,"0","0","0",6.8,17492,67,-1773,-422,17.1,1589.6,11,0,10,1,"1","0","0",6.8,17914,48,22.1,1766.9
"4057","0",23,1,"1",4,5,5,0,"0","0","0",7.2,19085,54,-325,772,23.9,1594.3,16,1,5,1,"1","0","0",6.8,18313,44,22.6,1626.8
"4058","0",23,4,"1",7,10,8,1,"0","1","1",6.6,16794,48,-163,-674,22.8,1806.3,16,3,19,1,"1","0","0",6.8,17468,58,20.1,1822.6
"4059","1",16,2,"0",5,12,6,0,"0","0","0",6.8,17721,56,-2281,-1283,21.4,1617.7,12,2,12,1,"1","0","0",7.2,19004,52,22.9,1845.8
"4060","0",28,3,"1",2,6,2,1,"0","1","0",6.8,17066,48,-1243,-635,20.5,1489.6,42,2,7,1,"1","0","0",6.6,17701,60,19.5,1613.9
"4061","0",13,1,"1",8,4,4,1,"0","1","0",7,19261,49,1522,1737,21.5,1695.9,13,3,4,1,"1","0","0",6.8,17524,42,21.8,1543.7
"4062","1",41,2,"1",6,3,10,1,"0","1","0",6.8,17356,44,2448,1861,20.9,1636.3,16,3,4,0,"0","0","0",6.4,15495,47,18.4,1391.5
"4063","0",14,2,"0",10,14,6,0,"0","0","0",6.8,17063,26,-3701,-2739,18.9,1666.5,12,1,11,1,"1","0","0",7.4,19802,54,22,2036.6
"4064","1",43,3,"1",2,4,1,1,"1","0","0",7,17617,56,-166,-712,22.9,1537.7,79,7,2,0,"0","0","0",7,18329,47,21.4,1554.3
"4065","0",15,4,"1",3,6,2,0,"0","0","0",6.6,15961,48,-2707,-3132,18.5,1397.7,17,4,5,2,"1","1","0",7.4,19093,64,22.6,1668.4
"4066","1",14,3,"0",1,3,0,0,"0","0","0",7,17849,55,-1932,-41,20,1391.8,62,2,7,1,"1","0","0",6.8,17890,52,22.5,1585
"4067","1",38,4,"0",9,9,14,1,"1","0","0",7,18364,50,13,2012,23,1763,15,2,10,0,"0","0","0",6.4,16352,42,16.5,1761.7
"4068","1",15,5,"0",4,7,4,0,"0","0","0",6.8,17261,48,-621,-784,22.9,1577.7,57,1,14,1,"1","0","0",7,18045,56,20.4,1639.8
"4069","0",16,3,"0",5,7,6,0,"0","0","0",6.8,17403,38,-689,-1668,23.7,1604.3,18,2,5,1,"1","0","0",7,19071,57,23.1,1673.2
"4070","1",21,3,"1",11,6,8,0,"0","0","1",7,19112,48,3028,2524,21.7,1902.2,18,3,8,0,"0","0","0",6.4,16588,51,19,1599.4
"4071","0",58,4,"1",3,7,4,1,"1","0","0",6.4,16250,48,-2788,-1304,18.7,1395.7,15,5,10,0,"0","0","0",6.8,17554,48,21,1674.5
"4072","0",18,1,"0",2,9,3,1,"1","0","0",6.6,16366,48,-5367,-3464,21.2,1454.7,29,1,9,1,"0","1","1",7.2,19830,60,23.8,1991.4
"4073","1",66,4,"1",5,6,10,1,"1","0","0",6.6,17165,40,-1209,-1184,24,1564.9,19,5,9,0,"0","0","0",7,18349,52,23.8,1685.8
"4074","1",40,5,"1",9,5,11,1,"1","0","0",7,19048,40,1405,2118,24.9,1765.4,15,4,6,1,"0","1","0",6.8,16930,40,20.4,1624.9
"4075","1",23,4,"1",11,9,12,1,"0","1","1",7.4,19501,54,3335,2786,21.6,1985.8,17,3,12,1,"1","0","0",6.4,16715,46,16.8,1652.3
"4076","0",18,0,"0",1,6,0,0,"0","0","0",6.2,16278,44,-3700,-2130,22.2,1351.7,18,2,10,1,"1","0","0",7.2,18408,60,24.7,1721.7
"4077","1",19,1,"1",7,3,12,2,"1","1","0",7.2,18557,48,2763,1017,25,1779.1,16,3,5,0,"0","0","0",6.8,17540,55,20,1502.8
"4078","1",53,2,"1",7,6,5,1,"1","0","0",6.8,17889,63,1060,952,20.8,1681.7,16,1,5,1,"0","1","0",6.4,16937,40,18.5,1575.7
"4079","1",17,2,"0",3,6,4,1,"0","1","0",6.8,17487,50,-1959,-630,21.7,1492,20,4,6,1,"1","0","0",7,18117,43,24.2,1687.9
"4080","0",13,1,"0",7,5,8,0,"0","0","0",7,18450,42,2613,1450,22.1,1716,13,3,3,1,"1","0","0",6.4,17000,36,21.3,1454.7
"4081","1",16,5,"0",5,4,5,1,"0","1","0",7,18911,48,-684,-742,22,1543.6,39,5,6,1,"1","0","0",7.2,19653,53,26.7,1612
"4082","1",18,3,"0",4,3,3,1,"1","0","0",7.2,18590,64,-79,-815,22,1544.2,51,3,4,1,"0","1","0",7.2,19405,72,21.7,1552.1
"4083","1",16,2,"1",4,7,1,0,"0","0","0",6.8,17960,53,-1929,-655,23.7,1576.4,22,2,6,1,"0","1","0",7.2,18615,40,23.6,1769.3
"4084","0",12,5,"0",6,6,8,1,"1","0","0",6.8,18061,59,-615,-150,23.1,1674.4,22,2,7,0,"0","0","0",7,18211,48,23.7,1735.9
"4085","1",56,4,"1",13,4,16,1,"1","0","2",7,18069,52,5058,1536,21.6,2030.8,17,2,3,0,"0","0","0",6.6,16533,64,19.7,1525
"4086","1",9,1,"1",9,8,8,1,"0","1","1",6.8,18892,57,1601,459,19.1,1873.1,15,0,6,1,"1","0","0",7.2,18433,44,24,1713
"4087","0",15,3,"0",5,9,5,0,"0","0","0",6.8,17544,52,-2347,-1346,20,1552.9,14,2,9,1,"0","1","0",7.2,18890,55,22.9,1787.6
"4088","1",13,1,"0",4,4,1,0,"0","0","0",6.8,18276,70,585,2037,20.8,1516.9,57,4,5,0,"0","0","0",6.4,16239,43,19.6,1458.4
"4089","1",12,0,"0",7,9,4,1,"0","1","0",6.8,17991,54,-372,177,21.8,1707.5,45,2,11,0,"0","0","0",7,17814,36,21.7,1744.7
"4090","1",11,1,"1",5,1,5,0,"0","0","0",7.4,20584,76,3407,3210,24.5,1746.7,85,0,3,0,"0","0","0",6.8,17374,59,21.4,1406
"4091","1",14,3,"1",6,2,5,1,"1","0","0",7.4,19920,64,2452,1600,24.9,1725.9,37,4,5,0,"0","0","0",7,18320,52,22.1,1480.7
"4092","1",19,3,"0",10,4,9,0,"0","0","0",7,18648,55,2507,2680,21.4,1797.9,28,4,6,1,"1","0","0",6.4,15968,56,21.4,1547.2
"4093","0",17,4,"1",2,7,3,0,"0","0","0",6.6,16548,58,-2153,-1519,19.6,1426.9,16,4,8,0,"0","0","0",7,18067,39,21.1,1642.2
"4094","1",40,6,"1",9,3,11,1,"1","0","0",7.6,20268,56,3039,2335,23.4,1830.9,18,2,3,0,"0","0","0",7,17933,46,22.3,1527
"4095","0",20,3,"0",7,6,9,1,"1","0","0",7.4,19586,48,286,786,24.6,1711.6,18,5,5,0,"0","0","0",7.2,18800,60,21.9,1683
"4096","0",15,2,"1",7,7,8,1,"1","0","0",6.8,17491,44,-336,-681,20,1597,17,4,4,0,"0","0","0",7,18172,40,22,1630.6
"4097","0",20,0,"0",6,10,4,0,"0","0","0",6.4,16067,43,-4726,-2067,15.4,1462.6,11,3,11,1,"1","0","1",7,18134,52,22.4,1935.2
"4098","1",17,0,"1",8,10,7,0,"0","0","0",6.8,17468,43,-3441,-1876,19.1,1642.7,10,4,15,0,"0","0","0",7.2,19344,40,25.9,1986.8
"4099","0",13,4,"0",3,13,4,1,"1","0","0",6.2,14842,42,-4489,-4047,19.1,1467.6,59,3,13,0,"0","0","0",7,18889,49,22.4,1916.5
"4100","0",146,0,"0",1,11,1,0,"0","0","0",6.2,16274,56,-5302,-3981,20.4,1394.3,50,3,13,0,"0","0","0",7.4,20255,64,23.8,1924.5
"4101","1",41,3,"0",4,17,4,0,"0","0","0",6.6,16539,47,-4903,-3146,18.4,1548.8,23,6,16,1,"1","0","0",7.4,19685,48,20.4,2039.1
"4102","0",11,1,"1",6,4,6,1,"1","0","0",6.6,16652,52,-152,-901,19.8,1543.7,17,3,6,1,"0","1","0",7,17553,49,22,1558.9
"4103","0",18,2,"1",6,2,7,0,"0","0","0",7.2,19485,60,2263,1666,24.1,1708.3,24,5,1,1,"1","0","0",7,17819,48,25,1482
"4104","0",21,3,"0",2,10,3,1,"0","1","0",6.8,17113,51,-3103,-2355,23.6,1482.5,17,5,16,1,"1","0","0",7.2,19468,52,23,1792.8
"4105","1",11,2,"1",12,3,10,1,"1","0","0",7.4,19955,44,5650,4520,24.2,1940.2,13,2,4,0,"0","0","0",6.4,15435,40,18.8,1375.2
"4106","0",14,5,"0",4,5,4,1,"1","0","0",7,17887,61,-1330,-639,19.7,1512.9,14,4,4,0,"0","0","0",7,18526,56,24.1,1645.9
"4107","0",16,3,"1",2,5,3,0,"0","0","0",6.8,17983,53,-3526,-1273,24.8,1505.3,37,3,9,0,"0","0","0",7.2,19256,53,23.4,1857.9
"4108","0",13,4,"1",2,5,2,0,"0","0","0",6.6,16400,55,-1209,-2033,22.9,1467.2,19,5,2,1,"1","0","0",7,18433,53,25.2,1588.1
"4109","0",21,3,"1",10,6,8,1,"1","0","0",7.4,19939,48,2171,1839,24.1,1828,37,5,4,0,"0","0","0",7,18100,48,19.6,1610.9
"4110","0",15,2,"0",4,8,4,1,"1","0","0",6.6,17203,55,-2387,-2353,21.9,1529,17,3,6,0,"0","0","0",7.4,19556,48,24.2,1767.7
"4111","1",10,2,"0",9,1,13,1,"0","1","0",7,18182,56,2252,1086,18.9,1732.9,16,3,2,0,"0","0","0",7,17096,58,24.4,1507.7
"4112","1",13,5,"0",6,4,3,1,"1","0","0",6.8,18420,43,596,486,23.2,1640.9,13,1,4,0,"0","0","0",7,17934,68,20.2,1581.3
"4113","1",17,2,"1",10,11,8,1,"0","1","0",6.6,17871,44,206,257,23.5,1823.7,14,5,14,0,"0","0","0",6.8,17614,36,17.5,1803.1
"4114","1",17,2,"0",9,2,11,2,"1","1","0",7,18091,52,3146,2257,21.4,1725.9,14,2,1,0,"0","0","0",6.4,15834,33,22.1,1411.3
"4115","1",145,3,"1",8,6,10,1,"0","1","0",7,18186,47,1789,244,22.6,1781.6,17,3,11,1,"1","0","0",6.8,17942,60,21,1602.7
"4116","0",18,1,"1",8,7,11,1,"1","0","0",6.6,17106,28,84,-1185,21.5,1646.5,18,3,5,0,"0","0","0",7.2,18291,51,20.3,1638.1
"4117","0",16,2,"1",10,11,9,0,"0","0","0",7.4,19459,49,340,1086,23.4,1902.9,11,3,14,0,"0","0","0",7.2,18373,40,18.2,1868.9
"4118","1",20,3,"1",7,2,13,1,"1","0","0",6.8,17444,56,1531,-222,20.2,1707.5,14,6,2,0,"0","0","0",6.8,17666,48,25.2,1554.4
"4119","1",14,3,"1",6,4,7,0,"0","0","0",7.4,19570,48,-177,-38,23.3,1668.9,18,1,4,0,"0","0","0",7.2,19608,71,23.6,1686.6
"4120","1",17,1,"0",1,2,2,0,"0","0","0",6.6,17052,52,-688,-577,23.3,1440.2,14,2,3,1,"1","0","0",6.8,17629,54,25.8,1509
"4121","0",18,6,"1",5,3,4,1,"1","0","0",6.8,18268,44,1429,1224,24,1637.9,20,4,4,0,"0","0","0",6.8,17044,52,22.6,1495
"4122","0",15,3,"0",3,11,3,0,"0","0","0",6.6,15951,35,-3603,-3793,22.7,1457.9,16,3,9,0,"0","0","0",7.2,19744,49,23.2,1818.2
"4123","0",12,2,"1",6,5,8,0,"0","0","0",7.2,18248,50,-614,-1330,21.4,1645.5,36,4,5,2,"1","1","0",7.4,19578,73,24.3,1706.9
"4124","0",11,1,"0",3,5,4,1,"1","0","0",6.4,15846,33,-2374,-2316,19.2,1377,14,2,5,0,"0","0","0",7,18162,36,23.9,1614.4
"4125","1",18,2,"0",6,9,5,1,"1","0","0",6.8,17983,56,-1416,-362,21.8,1604.2,19,4,6,0,"0","0","0",7.2,18345,47,24.3,1745.8
"4126","1",15,1,"0",2,4,2,1,"1","0","0",6.8,18468,56,-1090,522,24.4,1490.5,15,5,4,0,"0","0","0",6.8,17946,51,24.3,1599.5
"4127","1",15,4,"0",11,4,12,0,"0","0","0",7.4,19592,62,3925,4105,20.1,1873.3,15,0,9,1,"1","0","0",6.4,15487,44,17.9,1480.8
"4128","0",14,3,"1",9,14,11,0,"0","0","0",6.8,17522,51,-2574,-2554,18.5,1749.6,15,2,13,1,"1","0","0",7.4,20076,56,19.8,2007
"4129","1",18,4,"1",11,7,7,2,"1","1","0",7,18032,54,2667,1951,20.2,1830.3,18,5,5,0,"0","0","0",6.4,16081,49,17.4,1563.6
"4130","0",16,5,"0",4,9,5,1,"1","0","0",6.6,17472,44,-1421,-1367,22.1,1539.5,15,2,6,1,"0","1","0",7,18839,60,21.2,1681.6
"4131","1",16,1,"1",6,4,4,1,"1","0","0",6.8,18026,60,-41,307,23,1654,13,4,5,1,"0","1","0",6.6,17719,42,25.4,1658.1
"4132","0",43,4,"1",7,7,9,1,"0","1","0",6.8,17877,40,-2579,-1094,21.1,1634.2,35,3,6,1,"1","0","1",7.2,18971,81,23.8,1892.1
"4133","0",19,1,"0",4,6,6,0,"0","0","0",6.8,17724,54,-468,-581,23.6,1554,15,2,5,2,"1","1","0",7,18305,50,23.4,1600.8
"4134","0",11,2,"0",4,11,2,0,"0","0","0",6.6,17460,47,-2884,-2378,20.8,1499.3,15,0,8,1,"1","0","0",7.4,19838,38,22.6,1787.7
"4135","0",15,6,"1",6,5,9,0,"0","0","0",6.8,17931,48,318,370,22.7,1602.2,188,3,4,1,"1","0","0",6.8,17561,56,21,1570.4
"4136","1",14,3,"0",7,4,10,1,"1","0","0",7.4,18771,66,2604,432,21.6,1797.8,14,5,0,0,"0","0","0",7,18339,51,22,1537.4
"4137","0",20,3,"1",9,6,12,0,"0","0","0",6.8,18357,58,1388,441,21.5,1789.8,41,4,10,1,"1","0","0",7,17916,48,21.2,1651
"4138","0",17,1,"0",2,12,1,0,"0","0","0",6.2,15312,57,-5455,-2144,16.2,1317,18,2,10,0,"0","0","0",6.8,17456,34,21.1,1862.5
"4139","0",18,0,"0",3,6,2,0,"0","0","0",7,17602,56,-3333,-1389,19,1436.4,20,2,6,1,"1","0","0",7.2,18991,45,25.1,1769.7
"4140","1",19,1,"1",9,5,10,1,"0","1","1",7,18363,54,4570,2205,23.4,1929.4,13,4,8,0,"0","0","0",6.6,16158,46,16.2,1472.4
"4141","1",21,1,"1",11,7,15,0,"0","0","0",7,18714,49,900,1093,18.6,1744.6,14,1,8,1,"1","0","0",6.8,17621,58,22,1654.6
"4142","1",14,5,"1",11,6,5,1,"1","0","0",6.8,18261,60,1493,33,22,1794.3,17,1,2,0,"0","0","0",7,18228,60,19.7,1645
"4143","1",15,2,"1",7,3,4,1,"1","0","0",6.8,17435,67,1786,-261,21.4,1665.6,15,1,3,0,"0","0","0",6.8,17696,49,20.6,1487
"4144","1",38,6,"1",6,2,6,2,"1","1","0",6.8,18239,45,1819,1262,22,1614.9,17,0,1,0,"0","0","0",6.6,16977,54,20.6,1433
"4145","0",21,5,"0",4,5,4,0,"0","0","0",6.8,17895,59,-433,445,21.6,1556.4,16,5,7,1,"1","0","0",6.8,17450,52,22.5,1599.7
"4146","0",14,2,"0",2,5,3,0,"0","0","0",7,17938,53,-860,-334,25.1,1512.8,17,2,9,1,"1","0","0",7,18272,52,22.6,1598.8
"4147","1",25,2,"0",4,4,3,1,"0","1","0",6.8,17278,56,43,-1092,20.6,1555.1,17,5,2,1,"1","0","0",6.8,18370,65,21.8,1550.8
"4148","1",17,4,"1",5,9,8,0,"0","0","0",7,18382,60,-642,-397,23.1,1642.6,16,3,6,1,"1","0","0",7,18779,59,19.3,1706.8
"4149","1",19,2,"0",5,6,5,2,"1","1","0",7,18180,56,-1328,333,20.1,1559.4,23,4,7,0,"0","0","0",6.8,17847,60,22.7,1692.2
"4150","0",18,4,"1",5,7,8,2,"1","1","0",6.6,17096,52,-622,59,21.5,1567.4,18,6,8,0,"0","0","0",6.8,17037,35,18.9,1629.6
"4151","1",28,0,"0",12,8,11,0,"0","0","0",7.2,19294,40,1903,2160,19.6,1844.4,13,4,4,1,"1","0","0",6.6,17134,32,17.3,1654.1
"4152","1",138,2,"1",10,6,5,1,"1","0","0",7.2,19809,51,580,2959,22.2,1692.9,14,1,11,0,"0","0","0",6.8,16850,43,19.2,1634.9
"4153","1",63,0,"0",8,3,11,1,"1","0","0",7.2,19075,52,2252,1577,24.6,1770.1,14,2,3,0,"0","0","0",6.8,17498,46,22.8,1544.9
"4154","1",13,4,"0",5,2,5,2,"1","1","0",7.2,19853,52,1686,2152,23.8,1702,18,1,3,0,"0","0","0",7,17701,56,25.3,1533.4
"4155","1",40,4,"0",12,9,11,1,"1","0","0",7.2,18790,36,718,1313,19.3,1839.5,14,1,9,0,"0","0","0",7,17477,48,20.6,1767.7
"4156","1",17,3,"1",9,4,8,1,"1","0","0",7.6,19823,43,3767,3277,25.3,1864.6,11,2,6,0,"0","0","0",6.6,16546,36,19.5,1487.9
"4157","0",19,4,"0",6,11,8,0,"0","0","0",6.4,16048,48,-2596,-2891,19.1,1588.7,15,5,13,0,"0","0","0",7.2,18939,51,22,1848.3
"4158","0",16,5,"1",3,5,2,1,"1","0","0",6.2,14987,49,-2511,-2288,19.8,1409.8,20,1,6,0,"0","0","0",6.8,17275,40,21.6,1660.9
"4159","0",43,2,"0",6,5,10,1,"1","0","0",6.2,15093,42,189,-2888,14.6,1552.1,42,3,1,1,"0","1","0",6.8,17981,54,19.3,1533.2
"4160","1",16,3,"0",7,5,9,1,"1","0","0",7,18782,52,192,616,22.2,1646,52,1,8,0,"0","0","0",7.2,18166,46,23.6,1626.8
"4161","0",13,1,"0",6,14,5,1,"0","1","1",6.2,15390,23,-3586,-2840,20.3,1674.9,67,2,25,1,"1","0","1",7.2,18230,39,19.4,2033.5
"4162","1",39,2,"1",8,7,5,1,"0","1","0",7.4,19915,64,881,2559,22.6,1732.9,17,2,7,0,"0","0","0",6.8,17356,40,19.9,1644.8
"4163","0",16,1,"0",7,6,12,0,"0","0","0",6.4,15066,42,-157,-2594,20.3,1658.2,13,0,8,2,"1","1","0",7,17660,59,21.9,1673.9
"4164","0",16,2,"0",1,11,0,0,"0","0","0",6.6,15553,36,-6001,-5404,19.5,1320.6,20,6,6,1,"1","0","0",7.4,20957,64,24.4,1920.7
"4165","0",18,5,"0",7,8,6,0,"0","0","0",7.2,18901,60,-859,919,21.2,1642.3,17,3,6,0,"0","0","0",7,17982,43,22.6,1728.2
"4166","1",14,3,"0",6,6,7,2,"1","1","0",7.2,17874,56,949,591,21.4,1707.4,50,3,6,0,"0","0","0",6.8,17283,48,22.5,1612.5
"4167","0",18,3,"0",1,2,1,0,"0","0","0",6.6,16803,48,-1641,-500,18.9,1344.9,14,2,4,0,"0","0","0",7,17303,52,22.4,1509
"4168","1",15,5,"1",6,5,10,2,"1","1","0",7.4,18793,48,1499,2469,24.6,1746.6,18,3,8,0,"0","0","0",6.6,16324,56,21.5,1596.7
"4169","1",39,5,"0",6,3,5,2,"1","1","0",7,18581,47,2104,1643,22.9,1694.1,19,5,3,0,"0","0","0",7,16938,44,21.3,1483.7
"4170","1",7,0,"1",9,11,10,1,"1","0","0",7,18627,63,1939,166,22,1860.1,13,1,7,0,"0","0","0",7,18461,44,17.4,1666.2
"4171","0",16,3,"0",8,6,13,1,"1","0","0",6.8,17843,43,253,-1300,22.2,1700.3,18,3,7,0,"0","0","0",7.2,19143,75,21.8,1675
"4172","1",12,1,"1",1,6,1,0,"0","0","0",6.8,17474,43,-1742,-1210,26.3,1457.7,15,2,6,1,"1","0","0",7,18684,52,23.4,1631.9
"4173","1",19,1,"0",9,8,13,1,"1","0","0",6.8,17461,66,986,549,20.2,1781.3,15,2,13,0,"0","0","0",6.6,16912,39,21.6,1682.7
"4174","0",51,2,"1",5,6,1,1,"0","1","0",7,18496,44,-1442,-1048,21.5,1533.2,18,0,9,1,"1","0","0",7.2,19544,68,22,1677.4
"4175","1",16,4,"0",2,3,5,1,"1","0","0",6.8,16759,64,-1113,-1417,21.4,1462.7,15,6,5,0,"0","0","0",7,18176,68,23.5,1574
"4176","0",13,1,"1",9,8,11,0,"0","0","0",6.2,15234,30,-229,-487,15.6,1618.7,17,1,11,1,"1","0","0",6.2,15721,33,16.9,1641.6
"4177","1",15,4,"1",11,5,12,2,"1","1","0",7.2,19493,51,4284,2585,24.2,1978.7,17,3,6,0,"0","0","0",6.8,16908,52,20.5,1550.3
"4178","1",87,3,"0",12,4,15,0,"0","0","0",7.2,18850,55,3378,3168,18.8,1859.6,15,3,6,1,"1","0","0",6.4,15682,43,20.7,1521.8
"4179","0",17,0,"1",6,5,10,0,"0","0","0",7,17076,38,70,-928,22.3,1623.3,19,2,7,2,"1","1","0",7,18004,76,22.5,1616.3
"4180","0",18,3,"0",5,9,5,0,"0","0","0",7,17872,52,-2507,-1473,20.3,1546.8,16,3,7,1,"1","0","0",7.4,19345,48,24.3,1797.5
"4181","0",42,6,"0",8,7,8,0,"0","0","0",7,17881,40,320,-743,24,1669.9,38,13,6,1,"1","0","0",7.2,18624,48,21.6,1637.9
"4182","0",19,5,"1",3,7,4,1,"1","0","0",6.8,16384,46,-1768,-963,23.4,1531.1,15,3,12,1,"0","1","0",6.6,17347,44,21.7,1707.9
"4183","1",18,1,"1",7,2,6,1,"1","0","0",7.4,19213,48,1586,1273,21,1658,30,1,1,0,"0","0","0",7,17940,68,23.2,1499.4
"4184","1",15,3,"1",6,8,6,0,"0","0","0",6.6,17381,40,-57,-1339,22.4,1645,15,3,5,0,"0","0","0",7.2,18720,44,22,1650.7
"4185","0",15,1,"1",6,14,6,0,"0","0","0",6.4,15405,40,-2941,-3143,20.3,1619.7,81,3,16,1,"1","0","0",7,18548,54,19.4,1913.8
"4186","0",16,3,"1",4,10,4,1,"0","1","0",6.6,16701,44,-2175,-2305,21.6,1577.3,23,3,12,1,"1","0","0",7.2,19006,42,21.6,1794.8
"4187","0",14,2,"0",5,19,4,0,"0","0","0",6.2,14755,48,-7866,-5377,18.3,1481.5,15,2,23,2,"1","1","1",7.4,20132,48,21.9,2268.1
"4188","1",17,4,"1",6,6,11,1,"1","0","0",7.2,18498,59,1870,1167,25.7,1773.1,20,1,6,1,"0","1","0",6.8,17331,42,21.6,1586.1
"4189","1",20,0,"0",3,6,1,0,"0","0","0",6.6,17089,44,-2729,-1427,19.7,1395.2,15,2,4,1,"1","0","0",7,18516,56,25.2,1668.1
"4190","1",16,2,"1",11,7,6,1,"0","1","0",7.2,19037,61,2842,1125,21.2,1850.4,17,1,3,1,"1","0","0",7,17912,40,19.2,1566.2
"4191","0",12,3,"0",2,5,3,0,"0","0","0",6.8,17450,51,-1276,-1016,21.5,1477.7,14,1,1,2,"1","1","0",7.2,18466,55,24.1,1605.3
